DAUID,characteristic,value
35290087,Median_income_2020,54400.0
35290088,Population_2021,509.0
35290088,Total_households,225.0
35290088,Median_income_2020,52800.0
35290089,Population_2021,539.0
35290089,Total_households,230.0
35290089,Median_income_2020,65000.0
35290090,Population_2021,499.0
35290090,Total_households,225.0
35290090,Median_income_2020,62000.0
35290091,Population_2021,651.0
35290091,Total_households,295.0
35290091,Median_income_2020,65500.0
35290092,Population_2021,652.0
35290092,Total_households,255.0
35290092,Median_income_2020,72500.0
35290093,Population_2021,552.0
35290093,Total_households,230.0
35290093,Median_income_2020,71000.0
35290094,Population_2021,441.0
35290094,Total_households,210.0
35290094,Median_income_2020,60800.0
35290095,Population_2021,429.0
35290095,Total_households,185.0
35290095,Median_income_2020,72500.0
35290096,Population_2021,569.0
35290096,Total_households,240.0
35290096,Median_income_2020,70500.0
35290097,Population_2021,709.0
35290097,Total_households,280.0
35290097,Median_income_2020,77500.0
35290098,Population_2021,549.0
35290098,Total_households,215.0
35290098,Median_income_2020,83000.0
35290099,Population_2021,569.0
35290099,Total_households,245.0
35290099,Median_income_2020,78000.0
35290100,Population_2021,546.0
35290100,Total_households,195.0
35290100,Median_income_2020,52000.0
35290101,Population_2021,512.0
35290101,Total_households,205.0
35290101,Median_income_2020,76500.0
35290102,Population_2021,564.0
35290102,Total_households,330.0
35290102,Median_income_2020,42400.0
35290103,Population_2021,413.0
35290103,Total_households,170.0
35290103,Median_income_2020,91000.0
35290104,Population_2021,808.0
35290104,Total_households,250.0
35290104,Median_income_2020,88000.0
35290105,Population_2021,559.0
35290105,Total_households,260.0
35290105,Median_income_2020,65500.0
35290106,Population_2021,845.0
35290106,Total_households,315.0
35290106,Median_income_2020,71500.0
35290107,Population_2021,282.0
35290107,Total_households,120.0
35290107,Median_income_2020,75000.0
35290108,Population_2021,357.0
35290108,Total_households,170.0
35290108,Median_income_2020,65000.0
35290109,Population_2021,517.0
35290109,Total_households,260.0
35290109,Median_income_2020,60400.0
35290110,Population_2021,638.0
35290110,Total_households,365.0
35290110,Median_income_2020,57200.0
35290112,Population_2021,432.0
35290112,Total_households,160.0
35290112,Median_income_2020,77000.0
35290114,Population_2021,218.0
35290114,Total_households,80.0
35290114,Median_income_2020,
35290115,Population_2021,360.0
35290115,Total_households,125.0
35290115,Median_income_2020,103000.0
35290116,Population_2021,422.0
35290116,Total_households,145.0
35290116,Median_income_2020,126000.0
35290118,Population_2021,458.0
35290118,Total_households,150.0
35290118,Median_income_2020,127000.0
35290119,Population_2021,365.0
35290119,Total_households,120.0
35290119,Median_income_2020,94000.0
35290121,Population_2021,575.0
35290121,Total_households,215.0
35290121,Median_income_2020,105000.0
35290122,Population_2021,453.0
35290122,Total_households,165.0
35290122,Median_income_2020,103000.0
35290123,Population_2021,421.0
35290123,Total_households,150.0
35290123,Median_income_2020,86000.0
35290124,Population_2021,556.0
35290124,Total_households,210.0
35290124,Median_income_2020,96000.0
35290126,Population_2021,710.0
35290126,Total_households,240.0
35290126,Median_income_2020,99000.0
35290128,Population_2021,318.0
35290128,Total_households,110.0
35290128,Median_income_2020,50000.0
35290129,Population_2021,946.0
35290129,Total_households,340.0
35290129,Median_income_2020,83000.0
35290130,Population_2021,604.0
35290130,Total_households,235.0
35290130,Median_income_2020,89000.0
35290131,Population_2021,529.0
35290131,Total_households,195.0
35290131,Median_income_2020,99000.0
35290132,Population_2021,627.0
35290132,Total_households,330.0
35290132,Median_income_2020,49600.0
35290133,Population_2021,532.0
35290133,Total_households,320.0
35290133,Median_income_2020,49200.0
35290134,Population_2021,654.0
35290134,Total_households,275.0
35290134,Median_income_2020,93000.0
35290135,Population_2021,469.0
35290135,Total_households,165.0
35290135,Median_income_2020,110000.0
35290136,Population_2021,635.0
35290136,Total_households,335.0
35290136,Median_income_2020,54400.0
35290137,Population_2021,481.0
35290137,Total_households,210.0
35290137,Median_income_2020,58800.0
35290138,Population_2021,502.0
35290138,Total_households,210.0
35290138,Median_income_2020,88000.0
35290139,Population_2021,388.0
35290139,Total_households,170.0
35290139,Median_income_2020,84000.0
35290140,Population_2021,606.0
35290140,Total_households,250.0
35290140,Median_income_2020,69000.0
35290141,Population_2021,635.0
35290141,Total_households,280.0
35290141,Median_income_2020,77500.0
35290142,Population_2021,466.0
35290142,Total_households,190.0
35290142,Median_income_2020,85000.0
35290143,Population_2021,473.0
35290143,Total_households,205.0
35290143,Median_income_2020,77000.0
35290144,Population_2021,471.0
35290144,Total_households,215.0
35290144,Median_income_2020,83000.0
35290145,Population_2021,567.0
35290145,Total_households,255.0
35290145,Median_income_2020,65500.0
35290146,Population_2021,490.0
35290146,Total_households,240.0
35290146,Median_income_2020,56800.0
35290147,Population_2021,404.0
35290147,Total_households,185.0
35290147,Median_income_2020,70000.0
35290148,Population_2021,616.0
35290148,Total_households,290.0
35290148,Median_income_2020,53600.0
35290149,Population_2021,408.0
35290149,Total_households,180.0
35290149,Median_income_2020,67000.0
35290150,Population_2021,449.0
35290150,Total_households,225.0
35290150,Median_income_2020,61200.0
35290151,Population_2021,491.0
35290151,Total_households,225.0
35290151,Median_income_2020,55600.0
35290152,Population_2021,476.0
35290152,Total_households,210.0
35290152,Median_income_2020,49200.0
35290153,Population_2021,593.0
35290153,Total_households,290.0
35290153,Median_income_2020,49600.0
35290154,Population_2021,453.0
35290154,Total_households,250.0
35290154,Median_income_2020,34400.0
35290155,Population_2021,576.0
35290155,Total_households,225.0
35290155,Median_income_2020,67500.0
35290156,Population_2021,747.0
35290156,Total_households,380.0
35290156,Median_income_2020,44800.0
35290157,Population_2021,1122.0
35290157,Total_households,585.0
35290157,Median_income_2020,38800.0
35290158,Population_2021,583.0
35290158,Total_households,255.0
35290158,Median_income_2020,49200.0
35290159,Population_2021,614.0
35290159,Total_households,300.0
35290159,Median_income_2020,51200.0
35290164,Population_2021,480.0
35290164,Total_households,185.0
35290164,Median_income_2020,86000.0
35290165,Population_2021,588.0
35290165,Total_households,225.0
35290165,Median_income_2020,110000.0
35290221,Population_2021,908.0
35290221,Total_households,300.0
35290221,Median_income_2020,112000.0
35290223,Population_2021,920.0
35290223,Total_households,315.0
35290223,Median_income_2020,110000.0
35290234,Population_2021,407.0
35290234,Total_households,160.0
35290234,Median_income_2020,141000.0
35290235,Population_2021,526.0
35290235,Total_households,190.0
35290235,Median_income_2020,174000.0
35290244,Population_2021,512.0
35290244,Total_households,210.0
35290244,Median_income_2020,85000.0
35290245,Population_2021,472.0
35290245,Total_households,220.0
35290245,Median_income_2020,62800.0
35290246,Population_2021,367.0
35290246,Total_households,140.0
35290246,Median_income_2020,52400.0
35290247,Population_2021,487.0
35290247,Total_households,255.0
35290247,Median_income_2020,40800.0
35290248,Population_2021,443.0
35290248,Total_households,185.0
35290248,Median_income_2020,70000.0
35290249,Population_2021,426.0
35290249,Total_households,195.0
35290249,Median_income_2020,61600.0
35290250,Population_2021,435.0
35290250,Total_households,185.0
35290250,Median_income_2020,62800.0
35290251,Population_2021,400.0
35290251,Total_households,180.0
35290251,Median_income_2020,63200.0
35290252,Population_2021,449.0
35290252,Total_households,195.0
35290252,Median_income_2020,62000.0
35290253,Population_2021,449.0
35290253,Total_households,195.0
35290253,Median_income_2020,75000.0
35290254,Population_2021,506.0
35290254,Total_households,205.0
35290254,Median_income_2020,76000.0
35290255,Population_2021,441.0
35290255,Total_households,195.0
35290255,Median_income_2020,74000.0
35290256,Population_2021,559.0
35290256,Total_households,245.0
35290256,Median_income_2020,46000.0
35290257,Population_2021,479.0
35290257,Total_households,205.0
35290257,Median_income_2020,68000.0
35290259,Population_2021,437.0
35290259,Total_households,185.0
35290259,Median_income_2020,70500.0
35290310,Population_2021,586.0
35290310,Total_households,200.0
35290310,Median_income_2020,132000.0
35290311,Population_2021,994.0
35290311,Total_households,395.0
35290311,Median_income_2020,113000.0
35290313,Population_2021,228.0
35290313,Total_households,85.0
35290313,Median_income_2020,
35290314,Population_2021,322.0
35290314,Total_households,125.0
35290314,Median_income_2020,81000.0
35290316,Population_2021,1142.0
35290316,Total_households,395.0
35290316,Median_income_2020,118000.0
35290317,Population_2021,858.0
35290317,Total_households,285.0
35290317,Median_income_2020,121000.0
35290318,Population_2021,322.0
35290318,Total_households,95.0
35290318,Median_income_2020,114000.0
35290321,Population_2021,632.0
35290321,Total_households,220.0
35290321,Median_income_2020,153000.0
35290322,Population_2021,1082.0
35290322,Total_households,385.0
35290322,Median_income_2020,79500.0
35290323,Population_2021,387.0
35290323,Total_households,150.0
35290323,Median_income_2020,96000.0
35290324,Population_2021,408.0
35290324,Total_households,210.0
35290324,Median_income_2020,58400.0
35290325,Population_2021,2506.0
35290325,Total_households,750.0
35290325,Median_income_2020,103000.0
35290326,Population_2021,446.0
35290326,Total_households,145.0
35290326,Median_income_2020,76500.0
35290327,Population_2021,487.0
35290327,Total_households,165.0
35290327,Median_income_2020,105000.0
35290336,Population_2021,915.0
35290336,Total_households,525.0
35290336,Median_income_2020,53200.0
35290341,Population_2021,285.0
35290341,Total_households,105.0
35290341,Median_income_2020,106000.0
35290347,Population_2021,820.0
35290347,Total_households,300.0
35290347,Median_income_2020,144000.0
35290349,Population_2021,1207.0
35290349,Total_households,385.0
35290349,Median_income_2020,115000.0
35290350,Population_2021,2093.0
35290350,Total_households,550.0
35290350,Median_income_2020,107000.0
35290351,Population_2021,1842.0
35290351,Total_households,490.0
35290351,Median_income_2020,113000.0
35290352,Population_2021,1403.0
35290352,Total_households,380.0
35290352,Median_income_2020,100000.0
35290353,Population_2021,684.0
35290353,Total_households,170.0
35290353,Median_income_2020,142000.0
35290354,Population_2021,1449.0
35290354,Total_households,405.0
35290354,Median_income_2020,126000.0
35290355,Population_2021,1114.0
35290355,Total_households,470.0
35290355,Median_income_2020,53600.0
35290356,Population_2021,15.0
35290356,Total_households,
35290356,Median_income_2020,
35290357,Population_2021,622.0
35290357,Total_households,200.0
35290357,Median_income_2020,127000.0
35290358,Population_2021,2652.0
35290358,Total_households,765.0
35290358,Median_income_2020,112000.0
35290258,Population_2021,
35290258,Total_households,
35290258,Median_income_2020,
35290262,Population_2021,
35290262,Total_households,
35290262,Median_income_2020,
35290328,Population_2021,
35290328,Total_households,
35290328,Median_income_2020,
35290329,Population_2021,
35290329,Total_households,
35290329,Median_income_2020,
35290330,Population_2021,
35290330,Total_households,
35290330,Median_income_2020,
35290331,Population_2021,
35290331,Total_households,
35290331,Median_income_2020,
35290332,Population_2021,
35290332,Total_households,
35290332,Median_income_2020,
35290333,Population_2021,
35290333,Total_households,
35290333,Median_income_2020,
35290267,Population_2021,609.0
35290267,Total_households,200.0
35290267,Median_income_2020,66000.0
35300798,Population_2021,596.0
35300798,Total_households,195.0
35300798,Median_income_2020,129000.0
35300799,Population_2021,415.0
35300799,Total_households,135.0
35300799,Median_income_2020,119000.0
35300800,Population_2021,483.0
35300800,Total_households,175.0
35300800,Median_income_2020,104000.0
35300801,Population_2021,535.0
35300801,Total_households,190.0
35300801,Median_income_2020,127000.0
35300802,Population_2021,462.0
35300802,Total_households,170.0
35300802,Median_income_2020,112000.0
35300803,Population_2021,352.0
35300803,Total_households,150.0
35300803,Median_income_2020,91000.0
35300804,Population_2021,1861.0
35300804,Total_households,595.0
35300804,Median_income_2020,136000.0
35300805,Population_2021,843.0
35300805,Total_households,265.0
35300805,Median_income_2020,155000.0
35300806,Population_2021,815.0
35300806,Total_households,300.0
35300806,Median_income_2020,120000.0
35300807,Population_2021,465.0
35300807,Total_households,145.0
35300807,Median_income_2020,143000.0
35300808,Population_2021,629.0
35300808,Total_households,250.0
35300808,Median_income_2020,119000.0
35300809,Population_2021,510.0
35300809,Total_households,185.0
35300809,Median_income_2020,139000.0
35300810,Population_2021,527.0
35300810,Total_households,195.0
35300810,Median_income_2020,130000.0
35300811,Population_2021,462.0
35300811,Total_households,180.0
35300811,Median_income_2020,123000.0
35300812,Population_2021,528.0
35300812,Total_households,185.0
35300812,Median_income_2020,122000.0
35300813,Population_2021,615.0
35300813,Total_households,195.0
35300813,Median_income_2020,138000.0
35300814,Population_2021,521.0
35300814,Total_households,175.0
35300814,Median_income_2020,139000.0
35300464,Population_2021,449.0
35300464,Total_households,170.0
35300464,Median_income_2020,120000.0
35300466,Population_2021,613.0
35300466,Total_households,245.0
35300466,Median_income_2020,95000.0
35300469,Population_2021,3004.0
35300469,Total_households,870.0
35300469,Median_income_2020,84000.0
35300470,Population_2021,303.0
35300470,Total_households,85.0
35300470,Median_income_2020,109000.0
35300471,Population_2021,749.0
35300471,Total_households,270.0
35300471,Median_income_2020,94000.0
35300472,Population_2021,436.0
35300472,Total_households,155.0
35300472,Median_income_2020,93000.0
35300476,Population_2021,521.0
35300476,Total_households,200.0
35300476,Median_income_2020,102000.0
35300477,Population_2021,505.0
35300477,Total_households,200.0
35300477,Median_income_2020,103000.0
35300478,Population_2021,466.0
35300478,Total_households,205.0
35300478,Median_income_2020,77500.0
35300479,Population_2021,442.0
35300479,Total_households,210.0
35300479,Median_income_2020,73000.0
35300480,Population_2021,559.0
35300480,Total_households,325.0
35300480,Median_income_2020,41600.0
35300481,Population_2021,522.0
35300481,Total_households,220.0
35300481,Median_income_2020,75000.0
35300482,Population_2021,409.0
35300482,Total_households,190.0
35300482,Median_income_2020,59200.0
35300483,Population_2021,1095.0
35300483,Total_households,620.0
35300483,Median_income_2020,58000.0
35300484,Population_2021,539.0
35300484,Total_households,195.0
35300484,Median_income_2020,94000.0
35300485,Population_2021,778.0
35300485,Total_households,370.0
35300485,Median_income_2020,66500.0
35300486,Population_2021,431.0
35300486,Total_households,175.0
35300486,Median_income_2020,87000.0
35300487,Population_2021,541.0
35300487,Total_households,250.0
35300487,Median_income_2020,76000.0
35300488,Population_2021,756.0
35300488,Total_households,300.0
35300488,Median_income_2020,86000.0
35300489,Population_2021,1188.0
35300489,Total_households,455.0
35300489,Median_income_2020,60400.0
35300492,Population_2021,580.0
35300492,Total_households,215.0
35300492,Median_income_2020,89000.0
35300493,Population_2021,320.0
35300493,Total_households,125.0
35300493,Median_income_2020,93000.0
35300494,Population_2021,658.0
35300494,Total_households,255.0
35300494,Median_income_2020,97000.0
35300495,Population_2021,410.0
35300495,Total_households,185.0
35300495,Median_income_2020,81000.0
35300496,Population_2021,495.0
35300496,Total_households,240.0
35300496,Median_income_2020,58800.0
35300498,Population_2021,556.0
35300498,Total_households,250.0
35300498,Median_income_2020,68000.0
35300500,Population_2021,1741.0
35300500,Total_households,945.0
35300500,Median_income_2020,66000.0
35300501,Population_2021,415.0
35300501,Total_households,170.0
35300501,Median_income_2020,73500.0
35300502,Population_2021,649.0
35300502,Total_households,255.0
35300502,Median_income_2020,70000.0
35300503,Population_2021,1166.0
35300503,Total_households,370.0
35300503,Median_income_2020,88000.0
35300504,Population_2021,746.0
35300504,Total_households,265.0
35300504,Median_income_2020,90000.0
35300505,Population_2021,454.0
35300505,Total_households,155.0
35300505,Median_income_2020,89000.0
35300507,Population_2021,343.0
35300507,Total_households,130.0
35300507,Median_income_2020,87000.0
35300508,Population_2021,650.0
35300508,Total_households,235.0
35300508,Median_income_2020,60400.0
35300510,Population_2021,700.0
35300510,Total_households,240.0
35300510,Median_income_2020,102000.0
35300511,Population_2021,391.0
35300511,Total_households,140.0
35300511,Median_income_2020,98000.0
35300512,Population_2021,769.0
35300512,Total_households,280.0
35300512,Median_income_2020,88000.0
35300514,Population_2021,316.0
35300514,Total_households,90.0
35300514,Median_income_2020,135000.0
35300515,Population_2021,599.0
35300515,Total_households,170.0
35300515,Median_income_2020,143000.0
35300516,Population_2021,780.0
35300516,Total_households,260.0
35300516,Median_income_2020,113000.0
35300517,Population_2021,586.0
35300517,Total_households,170.0
35300517,Median_income_2020,147000.0
35300525,Population_2021,820.0
35300525,Total_households,355.0
35300525,Median_income_2020,79500.0
35300526,Population_2021,461.0
35300526,Total_households,145.0
35300526,Median_income_2020,149000.0
35300527,Population_2021,469.0
35300527,Total_households,155.0
35300527,Median_income_2020,124000.0
35300528,Population_2021,705.0
35300528,Total_households,225.0
35300528,Median_income_2020,157000.0
35300529,Population_2021,333.0
35300529,Total_households,120.0
35300529,Median_income_2020,132000.0
35300530,Population_2021,454.0
35300530,Total_households,160.0
35300530,Median_income_2020,113000.0
35300531,Population_2021,357.0
35300531,Total_households,165.0
35300531,Median_income_2020,87000.0
35300537,Population_2021,3897.0
35300537,Total_households,1150.0
35300537,Median_income_2020,125000.0
35300538,Population_2021,568.0
35300538,Total_households,185.0
35300538,Median_income_2020,119000.0
35300539,Population_2021,447.0
35300539,Total_households,155.0
35300539,Median_income_2020,113000.0
35300540,Population_2021,436.0
35300540,Total_households,170.0
35300540,Median_income_2020,100000.0
35300541,Population_2021,265.0
35300541,Total_households,100.0
35300541,Median_income_2020,93000.0
35300542,Population_2021,1309.0
35300542,Total_households,485.0
35300542,Median_income_2020,102000.0
35300543,Population_2021,401.0
35300543,Total_households,140.0
35300543,Median_income_2020,128000.0
35300544,Population_2021,605.0
35300544,Total_households,220.0
35300544,Median_income_2020,99000.0
35300545,Population_2021,583.0
35300545,Total_households,255.0
35300545,Median_income_2020,78000.0
35300547,Population_2021,624.0
35300547,Total_households,240.0
35300547,Median_income_2020,86000.0
35300548,Population_2021,555.0
35300548,Total_households,200.0
35300548,Median_income_2020,78000.0
35300549,Population_2021,511.0
35300549,Total_households,155.0
35300549,Median_income_2020,100000.0
35300550,Population_2021,451.0
35300550,Total_households,160.0
35300550,Median_income_2020,110000.0
35300551,Population_2021,483.0
35300551,Total_households,165.0
35300551,Median_income_2020,121000.0
35300552,Population_2021,372.0
35300552,Total_households,140.0
35300552,Median_income_2020,107000.0
35300553,Population_2021,403.0
35300553,Total_households,170.0
35300553,Median_income_2020,84000.0
35300554,Population_2021,939.0
35300554,Total_households,470.0
35300554,Median_income_2020,77500.0
35300555,Population_2021,462.0
35300555,Total_households,180.0
35300555,Median_income_2020,88000.0
35300556,Population_2021,446.0
35300556,Total_households,190.0
35300556,Median_income_2020,66500.0
35300557,Population_2021,1735.0
35300557,Total_households,795.0
35300557,Median_income_2020,66000.0
35300558,Population_2021,733.0
35300558,Total_households,285.0
35300558,Median_income_2020,87000.0
35300559,Population_2021,609.0
35300559,Total_households,300.0
35300559,Median_income_2020,54000.0
35300560,Population_2021,394.0
35300560,Total_households,180.0
35300560,Median_income_2020,83000.0
35300561,Population_2021,3031.0
35300561,Total_households,870.0
35300561,Median_income_2020,120000.0
35300611,Population_2021,693.0
35300611,Total_households,315.0
35300611,Median_income_2020,61200.0
35300612,Population_2021,489.0
35300612,Total_households,175.0
35300612,Median_income_2020,84000.0
35300613,Population_2021,315.0
35300613,Total_households,120.0
35300613,Median_income_2020,74500.0
35300614,Population_2021,582.0
35300614,Total_households,210.0
35300614,Median_income_2020,102000.0
35300615,Population_2021,442.0
35300615,Total_households,165.0
35300615,Median_income_2020,96000.0
35300618,Population_2021,635.0
35300618,Total_households,270.0
35300618,Median_income_2020,69000.0
35300619,Population_2021,740.0
35300619,Total_households,310.0
35300619,Median_income_2020,60800.0
35300620,Population_2021,354.0
35300620,Total_households,145.0
35300620,Median_income_2020,104000.0
35300621,Population_2021,384.0
35300621,Total_households,165.0
35300621,Median_income_2020,90000.0
35300622,Population_2021,290.0
35300622,Total_households,115.0
35300622,Median_income_2020,76500.0
35300623,Population_2021,371.0
35300623,Total_households,140.0
35300623,Median_income_2020,86000.0
35300624,Population_2021,475.0
35300624,Total_households,215.0
35300624,Median_income_2020,79500.0
35300625,Population_2021,494.0
35300625,Total_households,200.0
35300625,Median_income_2020,88000.0
35300626,Population_2021,616.0
35300626,Total_households,275.0
35300626,Median_income_2020,85000.0
35300627,Population_2021,567.0
35300627,Total_households,250.0
35300627,Median_income_2020,82000.0
35300628,Population_2021,411.0
35300628,Total_households,180.0
35300628,Median_income_2020,86000.0
35300629,Population_2021,386.0
35300629,Total_households,235.0
35300629,Median_income_2020,26600.0
35300630,Population_2021,389.0
35300630,Total_households,165.0
35300630,Median_income_2020,80000.0
35300631,Population_2021,497.0
35300631,Total_households,185.0
35300631,Median_income_2020,90000.0
35300632,Population_2021,878.0
35300632,Total_households,395.0
35300632,Median_income_2020,87000.0
35300633,Population_2021,465.0
35300633,Total_households,185.0
35300633,Median_income_2020,87000.0
35300634,Population_2021,437.0
35300634,Total_households,170.0
35300634,Median_income_2020,76000.0
35300636,Population_2021,1007.0
35300636,Total_households,320.0
35300636,Median_income_2020,113000.0
35300639,Population_2021,589.0
35300639,Total_households,315.0
35300639,Median_income_2020,56000.0
35300640,Population_2021,596.0
35300640,Total_households,260.0
35300640,Median_income_2020,84000.0
35300641,Population_2021,590.0
35300641,Total_households,265.0
35300641,Median_income_2020,78500.0
35300642,Population_2021,632.0
35300642,Total_households,235.0
35300642,Median_income_2020,74000.0
35300645,Population_2021,638.0
35300645,Total_households,260.0
35300645,Median_income_2020,64500.0
35300646,Population_2021,562.0
35300646,Total_households,310.0
35300646,Median_income_2020,46800.0
35300647,Population_2021,395.0
35300647,Total_households,160.0
35300647,Median_income_2020,108000.0
35300648,Population_2021,642.0
35300648,Total_households,265.0
35300648,Median_income_2020,104000.0
35300649,Population_2021,1957.0
35300649,Total_households,605.0
35300649,Median_income_2020,130000.0
35300650,Population_2021,539.0
35300650,Total_households,175.0
35300650,Median_income_2020,129000.0
35300651,Population_2021,432.0
35300651,Total_households,160.0
35300651,Median_income_2020,115000.0
35300652,Population_2021,367.0
35300652,Total_households,170.0
35300652,Median_income_2020,81000.0
35300653,Population_2021,349.0
35300653,Total_households,135.0
35300653,Median_income_2020,97000.0
35300654,Population_2021,926.0
35300654,Total_households,310.0
35300654,Median_income_2020,133000.0
35300655,Population_2021,1373.0
35300655,Total_households,425.0
35300655,Median_income_2020,134000.0
35300656,Population_2021,398.0
35300656,Total_households,135.0
35300656,Median_income_2020,120000.0
35300657,Population_2021,517.0
35300657,Total_households,200.0
35300657,Median_income_2020,108000.0
35300658,Population_2021,480.0
35300658,Total_households,185.0
35300658,Median_income_2020,103000.0
35300660,Population_2021,1375.0
35300660,Total_households,460.0
35300660,Median_income_2020,140000.0
35300661,Population_2021,586.0
35300661,Total_households,230.0
35300661,Median_income_2020,113000.0
35300662,Population_2021,588.0
35300662,Total_households,245.0
35300662,Median_income_2020,91000.0
35300663,Population_2021,549.0
35300663,Total_households,200.0
35300663,Median_income_2020,101000.0
35300664,Population_2021,479.0
35300664,Total_households,195.0
35300664,Median_income_2020,101000.0
35300665,Population_2021,433.0
35300665,Total_households,165.0
35300665,Median_income_2020,121000.0
35300667,Population_2021,435.0
35300667,Total_households,205.0
35300667,Median_income_2020,63600.0
35300671,Population_2021,591.0
35300671,Total_households,210.0
35300671,Median_income_2020,77000.0
35300674,Population_2021,1052.0
35300674,Total_households,390.0
35300674,Median_income_2020,66500.0
35300677,Population_2021,493.0
35300677,Total_households,210.0
35300677,Median_income_2020,66000.0
35300678,Population_2021,503.0
35300678,Total_households,240.0
35300678,Median_income_2020,54000.0
35300679,Population_2021,435.0
35300679,Total_households,195.0
35300679,Median_income_2020,75500.0
35300680,Population_2021,415.0
35300680,Total_households,185.0
35300680,Median_income_2020,71500.0
35300681,Population_2021,1046.0
35300681,Total_households,560.0
35300681,Median_income_2020,57600.0
35300682,Population_2021,917.0
35300682,Total_households,555.0
35300682,Median_income_2020,49600.0
35300683,Population_2021,551.0
35300683,Total_households,205.0
35300683,Median_income_2020,66500.0
35300684,Population_2021,915.0
35300684,Total_households,545.0
35300684,Median_income_2020,48800.0
35300685,Population_2021,476.0
35300685,Total_households,210.0
35300685,Median_income_2020,90000.0
35300686,Population_2021,388.0
35300686,Total_households,155.0
35300686,Median_income_2020,93000.0
35300687,Population_2021,368.0
35300687,Total_households,150.0
35300687,Median_income_2020,127000.0
35300688,Population_2021,423.0
35300688,Total_households,170.0
35300688,Median_income_2020,150000.0
35300689,Population_2021,550.0
35300689,Total_households,290.0
35300689,Median_income_2020,61200.0
35300693,Population_2021,497.0
35300693,Total_households,155.0
35300693,Median_income_2020,116000.0
35300694,Population_2021,673.0
35300694,Total_households,215.0
35300694,Median_income_2020,117000.0
35300705,Population_2021,1686.0
35300705,Total_households,625.0
35300705,Median_income_2020,81000.0
35300706,Population_2021,1390.0
35300706,Total_households,565.0
35300706,Median_income_2020,62400.0
35300707,Population_2021,1069.0
35300707,Total_households,435.0
35300707,Median_income_2020,76500.0
35300721,Population_2021,1082.0
35300721,Total_households,370.0
35300721,Median_income_2020,69500.0
35300722,Population_2021,1182.0
35300722,Total_households,465.0
35300722,Median_income_2020,67500.0
35300727,Population_2021,855.0
35300727,Total_households,320.0
35300727,Median_income_2020,85000.0
35300734,Population_2021,705.0
35300734,Total_households,310.0
35300734,Median_income_2020,94000.0
35300851,Population_2021,1154.0
35300851,Total_households,335.0
35300851,Median_income_2020,135000.0
35300853,Population_2021,390.0
35300853,Total_households,150.0
35300853,Median_income_2020,118000.0
35300854,Population_2021,731.0
35300854,Total_households,230.0
35300854,Median_income_2020,136000.0
35300856,Population_2021,504.0
35300856,Total_households,140.0
35300856,Median_income_2020,140000.0
35300857,Population_2021,674.0
35300857,Total_households,205.0
35300857,Median_income_2020,131000.0
35300858,Population_2021,623.0
35300858,Total_households,180.0
35300858,Median_income_2020,148000.0
35300859,Population_2021,677.0
35300859,Total_households,225.0
35300859,Median_income_2020,114000.0
35300860,Population_2021,557.0
35300860,Total_households,180.0
35300860,Median_income_2020,134000.0
35300861,Population_2021,377.0
35300861,Total_households,125.0
35300861,Median_income_2020,126000.0
35300863,Population_2021,466.0
35300863,Total_households,120.0
35300863,Median_income_2020,154000.0
35300864,Population_2021,1825.0
35300864,Total_households,510.0
35300864,Median_income_2020,114000.0
35300869,Population_2021,426.0
35300869,Total_households,125.0
35300869,Median_income_2020,118000.0
35300870,Population_2021,722.0
35300870,Total_households,215.0
35300870,Median_income_2020,118000.0
35300871,Population_2021,711.0
35300871,Total_households,215.0
35300871,Median_income_2020,118000.0
35300885,Population_2021,1127.0
35300885,Total_households,340.0
35300885,Median_income_2020,140000.0
35300886,Population_2021,1406.0
35300886,Total_households,425.0
35300886,Median_income_2020,180000.0
35300887,Population_2021,1235.0
35300887,Total_households,410.0
35300887,Median_income_2020,110000.0
35300888,Population_2021,1125.0
35300888,Total_households,440.0
35300888,Median_income_2020,94000.0
35300889,Population_2021,3310.0
35300889,Total_households,945.0
35300889,Median_income_2020,131000.0
35300890,Population_2021,938.0
35300890,Total_households,295.0
35300890,Median_income_2020,135000.0
35300891,Population_2021,1390.0
35300891,Total_households,485.0
35300891,Median_income_2020,96000.0
35300892,Population_2021,1026.0
35300892,Total_households,315.0
35300892,Median_income_2020,124000.0
35300895,Population_2021,740.0
35300895,Total_households,230.0
35300895,Median_income_2020,113000.0
35300896,Population_2021,836.0
35300896,Total_households,280.0
35300896,Median_income_2020,112000.0
35300899,Population_2021,1766.0
35300899,Total_households,515.0
35300899,Median_income_2020,145000.0
35300900,Population_2021,513.0
35300900,Total_households,145.0
35300900,Median_income_2020,154000.0
35300909,Population_2021,303.0
35300909,Total_households,120.0
35300909,Median_income_2020,109000.0
35300911,Population_2021,500.0
35300911,Total_households,160.0
35300911,Median_income_2020,130000.0
35300948,Population_2021,562.0
35300948,Total_households,230.0
35300948,Median_income_2020,108000.0
35300949,Population_2021,569.0
35300949,Total_households,270.0
35300949,Median_income_2020,70500.0
35300965,Population_2021,671.0
35300965,Total_households,265.0
35300965,Median_income_2020,78500.0
35300966,Population_2021,611.0
35300966,Total_households,255.0
35300966,Median_income_2020,79500.0
35300967,Population_2021,956.0
35300967,Total_households,285.0
35300967,Median_income_2020,67000.0
35300968,Population_2021,572.0
35300968,Total_households,195.0
35300968,Median_income_2020,74500.0
35300995,Population_2021,1762.0
35300995,Total_households,455.0
